kategoria;spec;L;T;C;M;SR;N;canopy_height;leaf_dmc;leaf_mass;leaf_size;SLA;life_span;seed_mass;seed_number_per_shoot;strategy;dominant_pollinator;class;fam
nie;Acer campestre;5;6;4;5;7;6;13.42142857;360.5;184.2079463;4741.5;14.66666667;perennials;54.34828235;1548.5;c (competitors);insect;Que-Fag;Aceraceae
nie;Acer negundo;5;6;6;6;7;7;11.5;NA;NA;NA;25.1;perennials;41.211;NA;c (competitors);wind;0;Aceraceae
nie;Acer platanoides;4;6;4;NA;NA;NA;26.25;274;NA;5193.766667;19.65537759;perennials;100.828;1;c (competitors);insect;Que-Fag;Aceraceae
nie;Acer pseudoplatanus;4;NA;4;6;NA;7;27.33333333;262.5;NA;8365.175;16.75613251;perennials;69.2004;3407;c (competitors);insect;Que-Fag;Aceraceae
wysoka;Achillea cartilaginea;8;6;6;8;7;6;0.625;204.56;22.26;472.75;22.42;perennials;0.241666667;15070.5;cs (competitors/stress-tolerators);insect;Art vul;Asteraceae
nie;Achillea millefolium;8;NA;NA;4;NA;5;0.3955;185.5;21.76333333;411;19.30187424;perennials;0.131833333;4969.69375;c (competitors);insect;Mol-Arr;Asteraceae
nie;Achillea pannonica;7;7;6;3;6;2;0.45;333.985;89.815;567.835;8.115;perennials;0.138;544.2;cs (competitors/stress-tolerators);insect;Fes-Bro;Asteraceae
niska;Achillea ptarmica;8;6;3;8;4;2;0.775;213;5.617766497;119;16.48330749;perennials;0.282766667;3500.395833;cs (competitors/stress-tolerators);insect;Mol-Arr;Asteraceae
nie;Acinos arvensis;9;6;3;2;5;1;0.2;235.3025;8.041592735;254.7425;19.2375;mixed;0.615533333;342;csr (competitors/stress-tolerators/ruderals);insect;Fes-Bro;Lamiaceae
nie;Acorus calamus;8;6;5;10;7;7;0.9;246.655;755.29;10067.375;25.575;perennials;1.5185;0;cs (competitors/stress-tolerators);NA;Phr aus;Araceae
niska;Adonis aestivalis;6;6;7;3;8;3;0.325;120.2;4.6;193.5;42.07;mixed;11.522;73.4;sr (stress-tolerators/ruderals);selfing;Ste med;Asteraceae
niska;Adoxa moschatellina;5;NA;5;6;7;8;0.07;136.6666667;49.84635706;1903.666667;38.45;perennials;0.629;276.7;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Adoxaceae
nie;Aegopodium podagraria;5;5;3;6;7;8;0.558333333;230;753.5581651;13500.242;28.83537879;perennials;1.680933333;2131.954054;c (competitors);insect;Art vul;Apiaceae
nie;Aesculus hippocastanum;NA;NA;NA;NA;NA;NA;20;251.5;NA;6528.7;13.7;perennials;7708.65;NA;c (competitors);insect;0;Hippocastanaceae
nie;Aethusa cynapium;NA;NA;NA;NA;NA;NA;0.441666667;193.55;118.208578;3207.7575;32.778;mixed;1.69492;19202.25;cr (competitors/ruderals);selfing;Art vul;Apiaceae
nie;Agrimonia eupatoria;7;6;4;4;8;4;0.333333333;339.5;494.5374473;8461;18.8175;perennials;14.178;43.2;c (competitors);selfing;Tri-Ger;Rosaceae
wysoka;Agrimonia procera;5;6;3;5;6;4;0.95;313.4433333;641.8874022;12416.05667;19.52333333;perennials;19.86;843.7179487;cs (competitors/stress-tolerators);selfing;Tri-Ger;Rosaceae
nie;Agrostemma githago;7;NA;NA;NA;NA;NA;0.66;204.54;57.225;999.75;17.75;mixed;14.554875;973.5555556;cr (competitors/ruderals);selfing;Ste med;Caryophyllaceae
wysoka;Agrostis canina;9;5;5;9;3;2;0.3;281.985;1.950036232;67;27.43289386;perennials;0.055485714;385148;csr (competitors/stress-tolerators/ruderals);wind;Sch-Car;Poaceae
nie;Agrostis capillaris;7;NA;3;NA;4;4;0.25;259.6675;10.18646216;335.6666667;35.03646589;perennials;0.0641;24993.99167;csr (competitors/stress-tolerators/ruderals);wind;Cal-Uli;Poaceae
nie;Agrostis gigantea;7;5;3;8;7;6;0.975;241.17;9.945;304.5;22.929;perennials;0.079942857;251.6818182;c (competitors);wind;Mol-Arr;Poaceae
nie;Agrostis stolonifera;8;NA;5;7;NA;5;NA;273.305;9.408257568;365.6666667;31.39698575;perennials;0.047775;62463.25;csr (competitors/stress-tolerators/ruderals);wind;Mol-Arr;Poaceae
niska;Agrostis vinealis;9;7;3;2;2;1;0.11;333.655;10.35444175;373.875;19.87333333;perennials;0.062906667;68.5;csr (competitors/stress-tolerators/ruderals);wind;Koe-Cor;Poaceae
nie;Ailanthus altissima;8;8;2;5;7;8;25.33333333;NA;NA;NA;17.78;perennials;33.58;NA;c (competitors);insect;0;Simaroubaceae
wysoka;Ajuga genevensis;8;NA;NA;3;7;2;0.185;145.56;17.99;368.5;25.825;perennials;1.754;11512.39394;csr (competitors/stress-tolerators/ruderals);selfing;Fes-Bro;Lamiaceae
niska;Ajuga reptans;6;NA;2;6;6;6;0.161666667;153;17.36967841;556;35.54;perennials;1.46519;2478.833333;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Lamiaceae
nie;Alcea rosea;NA;NA;NA;NA;NA;NA;1.57;202.64;615;8249;14.45;perennials;8.942666667;3611.333333;c (competitors);selfing;0;Malvaceae
wysoka;Alchemilla monticola;6;NA;5;5;6;4;0.2575;227.44;135.78;2594.75;17.34;perennials;0.5004;18604.33333;csr (competitors/stress-tolerators/ruderals);NA;Mol-Arr;Rosaceae
wysoka;Alchemilla plicata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;perennials;NA;NA;csr (competitors/stress-tolerators/ruderals);NA;Mol-Arr;Rosaceae
wysoka;Alisma lanceolatum;7;7;2;10;7;5;0.275;118.25;64.36555556;1774.8;28.33266851;perennials;0.3843;NA;csr (competitors/stress-tolerators/ruderals);wind;Phr aus;Alismataceae
nie;Alisma plantago-aquatica;7;5;NA;10;NA;8;0.325;135.03;516.2592523;11979.41667;29.7225;perennials;0.382625;26542.05;csr (competitors/stress-tolerators/ruderals);wind;Phr aus;Alismaceae
nie;Alliaria petiolata;5;6;3;5;7;9;0.45;161.3333333;213.9370109;7514;40.83285714;mixed;2.348;9887.305556;cr (competitors/ruderals);selfing;Art vul;Brassicaceae
nie;Allium oleraceum;7;6;4;3;7;4;0.225;150;145.6422472;1224;11.8;perennials;11.36966667;22.2;csr (competitors/stress-tolerators/ruderals);insect;Fes-Bro;Liliaceae
nie;Allium schoenoprasum;7;NA;7;NA;7;2;0.32;170.58;93.455;556;8.753333333;perennials;0.9109;2259.727273;csr (competitors/stress-tolerators/ruderals);selfing;0;Liliaceae
nie;Allium scorodoprasum;6;6;5;7;7;7;0.55;207.7;146.09;670.5;4.75;perennials;43.1704;40.5;csr (competitors/stress-tolerators/ruderals);insect;0;Liliaceae
nie;Allium vineale;5;7;3;4;NA;7;0.25;170.5;101.1660297;1195;18.7;mixed;7.504;NA;c (competitors);insect;0;Liliaceae
nie;Alnus glutinosa;5;5;3;9;6;NA;14.33333333;248;NA;3462.95;14.86498708;perennials;2.3111;NA;c (competitors);wind;Aln glu;Betulaceae
niska;Alnus incana;6;4;5;7;8;NA;14;213.84;91.47;2723.31;20.29299387;perennials;0.55;NA;c (competitors);wind;Que-Fag;Betulaceae
wysoka;Alopecurus aequalis;9;NA;5;9;NA;9;0.14;177.76;13.2;341.75;24.79;mixed;0.17425;1802.333333;sr (stress-tolerators/ruderals);wind;Bid tri;Poaceae
nie;Alopecurus geniculatus;9;6;3;8;7;7;0.2;211.945;8.85085034;260.25;27.6008592;perennials;0.340942857;NA;csr (competitors/stress-tolerators/ruderals);wind;Mol-Arr;Poaceae
nie;Alopecurus pratensis;6;NA;5;6;6;7;0.45;308.06;43.4306142;1088.125;25.00554925;perennials;0.658;45361.375;c (competitors);wind;Mol-Arr;Poaceae
nie;Alyssum alyssoides;9;6;4;3;8;1;0.11125;207.375;1.125;23.875;21.385;mixed;0.565714286;7367.170455;sr (stress-tolerators/ruderals);selfing;Fes-Bro;Brassicaceae
nie;Amaranthus albus;8;8;6;2;NA;7;0.3;NA;NA;NA;NA;annuals;0.3474;500;sr (stress-tolerators/ruderals);wind;Ste med;Amaranthaceae
nie;Amaranthus blitoides;9;7;6;3;NA;8;0.325;NA;NA;NA;18.14034279;annuals;1.1409;NA;cr (competitors/ruderals);wind;Ste med;Amaranthaceae
nie;Amaranthus caudatus;NA;NA;NA;NA;NA;NA;0.715;174.74;200.505;4117.22;19.67;annuals;0.669;7057.863636;cr (competitors/ruderals);wind;0;Amaranthaceae
nie;Amaranthus chlorostachys;8;7;5;4;8;6;0.55;NA;NA;NA;NA;NA;0.5518;NA;cr (competitors/ruderals);wind;Ste med;Amaranthaceae
nie;Amaranthus lividus;8;7;3;4;NA;8;0.425;87.88;4.355;274.0875;35.86;annuals;0.6118;1338.208333;cr (competitors/ruderals);wind;Ste med;Amaranthaceae
nie;Amaranthus retroflexus;8;7;6;4;7;7;0.451666667;222.8025;265.49;3602.75;16.15712079;annuals;0.462666667;15067.89286;cr (competitors/ruderals);wind;Ste med;Amaranthaceae
nie;Ambrosia artemisiifolia;9;7;NA;4;8;6;1.095;152.52;125.905;3877;22.81;annuals;NA;10857.61538;cr (competitors/ruderals);wind;0;Asteraceae
nie;Anagallis arvensis;6;6;3;5;NA;6;0.12875;142;2.7625;104;29.21666667;mixed;0.49056;30795.42857;r (ruderals);selfing;Ste med;Primulaceae
nie;Anchusa arvensis;7;6;6;4;NA;4;0.2;116.5;106.8357018;1779;16.525;mixed;4.529666667;6035.666667;cr (competitors/ruderals);selfing;Ste med;Boraginaceae
nie;Anchusa officinalis;9;7;5;3;7;5;0.475;115.445;62.31666667;1376.625;22.925;perennials;5.8;615.1428571;cs (competitors/stress-tolerators);selfing;Art vul;Boraginaceae
nie;Androsaceae septentrionalis;8;7;7;2;5;2;0.0125;178.62;1.06;27;24.53;mixed;0.216;60;sr (stress-tolerators/ruderals);selfing;Koe-Cor;Primulaceae
nie;Anemone nemorosa;NA;NA;3;5;NA;NA;0.138333333;205;123.8710231;3003;27.7125;perennials;2.1444;2151.730894;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Ranunculaceae
nie;Anemone ranunculoides;3;6;4;6;8;8;0.135;184.66;19.7575;1424.13;36.525;perennials;1.74375;17.73571429;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Ranunculaceae
nie;Anethum graveolens;NA;NA;NA;NA;NA;NA;0.61;156.155;47.0125;781.265;18.465;annuals;1.574;782.7777778;cr (competitors/ruderals);selfing;0;Apiaceae
nie;Angelica archangelica;7;6;5;9;NA;9;0.758333333;225.4733333;5538.883333;65794.29667;19.34666667;mixed;4.097625;6006.428571;cs (competitors/stress-tolerators);insect;Art vul;Apiaceae
nie;Angelica palustris;7;6;6;8;NA;NA;0.6;NA;NA;NA;NA;perennials;NA;NA;cs (competitors/stress-tolerators);insect;Mol-Arr;Apiaceae
niska;Angelica sylvestris;7;NA;4;8;NA;4;0.783333333;220;1531.2;40902;26.93231906;perennials;2.421444444;11950.092;c (competitors);insect;Mol-Arr;Apiaceae
nie;Anthemis arvensis;7;6;5;4;6;6;0.285;139.99;11.22333333;373.645;31.415;mixed;0.7576725;6756.466668;cr (competitors/ruderals);insect;Ste med;Asteraceae
nie;Anthemis ruthenica;9;7;6;3;7;4;0.325;137.12;11;315.75;30.71;annuals;NA;NA;cr (competitors/ruderals);insect;Art vul;Asteraceae
nie;Anthemis tinctoria;8;6;5;3;6;4;0.375;216.4533333;33.665;618.0833333;17.49639481;mixed;0.381;7250;cs (competitors/stress-tolerators);insect;Fes-Bro;Asteraceae
nie;Anthericum ramosum;7;5;4;3;7;3;0.2875;161.45;76.94;1733.5;23.49;perennials;4.244;64.3;csr (competitors/stress-tolerators/ruderals);insect;Que-Fag;Liliaceae
nie;Anthoxanthum aristatum;7;6;2;NA;2;3;0.161666667;228.56;11.635;358.5;29.97;mixed;0.324206667;1926.3;r (ruderals);wind;Ste med;Poaceae
nie;Anthoxanthum odoratum;NA;NA;NA;NA;5;NA;0.165;258.75;2.31;NA;29.91111689;perennials;0.62875;8793.390668;csr (competitors/stress-tolerators/ruderals);wind;0;Poaceae
niska;Anthriscus caucalis;NA;NA;NA;NA;NA;NA;0.36;193.738;114.0768148;3649.4;32.97833333;annuals;1.1758;10592.66667;cr (competitors/ruderals);selfing;Art vul;Apiaceae
niska;Anthriscus cerefolium;6;7;6;5;NA;8;0.39;167.26;10.825;543.75;52.68;annuals;2.298666667;1240.045455;cr (competitors/ruderals);insect;Art vul;Apiaceae
nie;Anthriscus sylvestris;7;NA;5;5;NA;8;0.733333333;207;891.0798085;22864;31.19209586;mixed;4.304266667;4131.984524;c (competitors);selfing;Art vul;Apiaceae
nie;Anthyllis vulneraria;8;6;3;3;7;2;0.2;170;63.29470563;1007;16.166;mixed;3.253391667;80.2;csr (competitors/stress-tolerators/ruderals);selfing;Fes-Bro;Fabaceae
nie;Antirrhinum majus;7;7;2;5;7;6;0.425;165;26.46061644;303;17.2;perennials;0.1156;NA;cs (competitors/stress-tolerators);selfing;0;Scrophulariaceae
nie;Apera spica-venti;6;6;4;6;5;NA;0.55;252;43.95343619;757.5;19.13333333;mixed;0.128;21457.37255;cr (competitors/ruderals);wind;Ste med;Poaceae
nie;Aphanes arvensis;6;6;2;6;NA;5;0.085;264;2.341736695;38;17.7;mixed;0.21576;49731.13334;r (ruderals);selfing;Ste med;Rosaceae
nie;Aquilegia vulgaris;6;6;4;4;7;4;0.55;295;142.0123464;9402;26.00588236;perennials;1.535666667;683.8181818;c (competitors);selfing;0;Ranunculaceae
nie;Arabidopsis thaliana;6;6;3;4;4;4;0.133333333;103.5;9.642721352;281;32.9;mixed;0.02088;299730.1933;r (ruderals);selfing;Ste med;Brassicaceae
nie;Arabis glabra;6;6;2;3;8;5;0.65625;174.69;23.87;655.125;24.82;mixed;0.086472727;1483500;csr (competitors/stress-tolerators/ruderals);selfing;0;Brassicaceae
nie;Arabis hirsuta;7;5;3;4;8;NA;0.323333333;166;15.75671642;374;28.1;perennials;0.097907692;552041.6665;csr (competitors/stress-tolerators/ruderals);selfing;Fes-Bro;Brassicaceae
nie;Arabis planisiliqua;7;7;5;7;7;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Mol-Arr;Brassicaceae
nie;Arctium lappa;9;6;4;5;7;9;1.085;195.3633333;1542.788;25226.83333;17.43333333;perennials;13.02328;12843.06667;c (competitors);selfing;Art vul;Asteraceae
nie;Arctium minus;9;5;3;5;NA;8;0.7;177.3333333;4104.936905;117000;24.06666667;perennials;12.03975238;8118;c (competitors);selfing;Art vul;Asteraceae
nie;Arctium tomentosum;8;5;7;5;8;9;0.825;NA;NA;NA;50;perennials;13.5575;16258.33334;c (competitors);selfing;Art vul;Asteraceae
nie;Arenaria serpyllifolia;8;NA;NA;4;7;NA;0.165;219.18;0.654718251;13.18333333;20.08;mixed;0.067110606;57612.91668;r (ruderals);selfing;Fes-Bro;Caryophyllaceae
nie;Armeria maritima;8;6;2;6;5;4;0.15;173.88;7.68;NA;NA;perennials;1.099363636;2209.714286;csr (competitors/stress-tolerators/ruderals);selfing;Koe-Cor;Plumbaginaceae
nie;Armoracia rusticana;8;6;3;5;NA;9;1;183.6666667;4218.518095;72418.33333;18.34;perennials;NA;21696.66667;c (competitors);selfing;Art vul;Brassicaceae
niska;Arnoseris minima;7;6;2;4;3;3;0.035;96.75;37.465;1205.5;32.68;mixed;0.379;227.5;r (ruderals);selfing;Ste med;Asteraceae
nie;Arrhenatherum elatius;8;5;3;NA;7;7;1.275;291.3166667;30.65406338;1223;28.28983018;perennials;3.079493333;8390.222223;c (competitors);wind;Mol-Arr;Poaceae
nie;Artemisia abrotanum;NA;NA;NA;NA;NA;NA;0.8;NA;NA;NA;NA;NA;NA;NA;c (competitors);wind;0;Asteraceae
nie;Artemisia absynthium;9;6;7;4;7;8;0.825;220.5;99.43251888;2475.5;NA;perennials;0.106057778;5356;cs (competitors/stress-tolerators);wind;Art vul;Asteraceae
nie;Artemisia austriaca;NA;NA;NA;NA;NA;NA;0.4;NA;NA;NA;NA;perennials;NA;NA;cs (competitors/stress-tolerators);wind;Art vul;Asteraceae
nie;Artemisia campestris;9;6;5;2;5;2;0.45;214.69;10.63;176.25;16.305;perennials;0.133428571;28550.57143;cs (competitors/stress-tolerators);wind;Fes-Bro;Asteraceae
nie;Artemisia vulgaris;7;6;NA;6;NA;8;1.4;258;255.2913636;3914.426333;24.12235294;perennials;0.144933333;290509.6;c (competitors);wind;Art vul;Asteraceae
wysoka;Asarum europaeum;3;6;5;5;7;6;0.075;142.805;106.62;2994.75;27.515;perennials;3.442222222;8466.666667;cs (competitors/stress-tolerators);selfing;Que-Fag;Aristolochiaceae
nie;Asparagus officinalis;6;6;7;3;NA;4;0.9;280.26;3.595;27.335;10.73;perennials;40.86336667;6.520833333;cs (competitors/stress-tolerators);wind;Fes-Bro;Liliaceae
nie;Asperugo procumbens;7;6;6;4;8;9;0.35;81.13;7.07;482;70.3;annuals;12.90166667;37.45454545;cr (competitors/ruderals);selfing;Ste med;Boraginaceae
nie;Asplenium ruta-muraria;8;NA;3;3;8;2;0.09;292.3333333;11.92208468;149.3333333;12.43333333;perennials;NA;NA;csr (competitors/stress-tolerators/ruderals);NA;Asp tri;Aspleniaceae
nie;Aster lanceolatus;7;6;2;7;8;9;0.875;291;44;683;14.3665;perennials;0.45;8716.142857;c (competitors);selfing;Art vul;Asteraceae
nie;Aster novae-angliae;7;6;5;7;7;9;1.175;NA;NA;NA;20.882;perennials;0.434;NA;c (competitors);selfing;Art vul;Asteraceae
nie;Aster novi-belgii;9;6;2;6;7;9;1.075;210.3333333;87.12877941;1459.666667;19.6;perennials;0.409;NA;c (competitors);selfing;Art vul;Asteraceae
nie;Astragalus arenarius;7;7;7;2;7;1;0.2;NA;NA;NA;NA;perennials;NA;NA;cs (competitors/stress-tolerators);insect;Koe-Cor;Fabaceae
nie;Astragalus cicer;7;6;4;4;9;2;0.425;208.31;90.195;2215.36;25.99;perennials;3.923;69.86363636;c (competitors);selfing;Tri-Ger;Fabaceae
nie;Astragalus glycyphyllos;6;6;4;4;7;3;0.575;272.5;115.5815321;2720.5;25.656;perennials;5.150033333;13777.15;c (competitors);insect;Tri-Ger;Fabaceae
wysoka;Athyrium filix-femina;3;NA;3;7;NA;6;0.65;292;5603.077432;67730;12.1;perennials;NA;1870723.5;cs (competitors/stress-tolerators);NA;0;Athyriaceae
nie;Atriplex hastata;8;6;NA;6;NA;9;0.95;144.3333333;139.779414;2670.666667;NA;annuals;2.15622;3050;s (stress-tolerators);wind;Bid tri;Chenopodiacee
nie;Atriplex hortensis;7;6;NA;5;7;8;0.6;NA;NA;NA;NA;NA;2.860333333;NA;cr (competitors/ruderals);wind;0;Chenopodiacee
nie;Atriplex nitens;9;7;7;NA;7;7;NA;211.595;78.8525;1225;17.45;NA;NA;40959.33333;cr (competitors/ruderals);wind;Ste med;Chenopodiaceae
nie;Atriplex oblongifolia;9;7;6;4;6;6;0.625;198.52;19.085;319.16;16.99;annuals;2.5462;1940.714286;cr (competitors/ruderals);wind;Ste med;Chenopodiacee
nie;Atriplex patula;6;6;NA;5;7;7;0.9875;164.25;68.53310454;1222.5;17.375;annuals;3.205633333;5798.844445;cr (competitors/ruderals);wind;Ste med;Chenopodiaceae
niska;Atriplex rosea;9;6;7;5;7;7;0.395;233.775;21.0125;365.415;18.695;annuals;NA;914.75;cr (competitors/ruderals);wind;0;Chenopodiacee
nie;Atriplex tatarica;9;7;8;3;NA;6;0.375;222.3975;22.0075;405.6275;20.2475;annuals;NA;260.6153846;cr (competitors/ruderals);wind;Ste med;Chenopodiacee
nie;Avena fatua;6;6;6;5;7;NA;0.75;242;320.3024483;5227.5;21.775;mixed;22.1845;224.9090909;cr (competitors/ruderals);wind;Ste med;Poaceae
nie;Avena sativa;NA;NA;NA;NA;NA;NA;0.93;193.08;168.865;4344.5;20.745;annuals;30.7075;359.0454545;cr (competitors/ruderals);wind;0;Poaceae
niska;Avena strigosa;7;NA;NA;5;4;5;1.54;201.94;69.965;1978;29.14;annuals;7.448666667;1547.954545;cr (competitors/ruderals);selfing;Ste med;Poaceae
wysoka;Avenula pubescens;5;NA;3;3;NA;4;0.6;264;36.4756695;855;20.696;perennials;1.92416;1135.86;c (competitors);wind;Mol-Arr;Poaceae
nie;Ballota nigra;8;6;5;5;NA;8;0.625;222;38.35214076;717;21.25;perennials;0.85785;10179.1;c (competitors);selfing;Art vul;Lamiaceae
wysoka;Barbarea stricta;8;6;7;7;7;8;0.60375;131.54;15.95;712;43.36;perennials;0.413;3706.833333;cr (competitors/ruderals);selfing;0;Brassicaceae
niska;Barbarea vulgaris;8;6;3;6;NA;6;0.525;174;150.3253248;4750.5;26.65;perennials;0.606666667;43553.27778;cr (competitors/ruderals);selfing;Art vul;Brassicaceae
nie;Bellis perennis;8;NA;2;5;NA;6;0.055;113.5;11.62723288;359;27.075;perennials;0.14152;17255.08333;csr (competitors/stress-tolerators/ruderals);selfing;Mol-Arr;Asteraceae
wysoka;Berberis vulgaris;7;NA;4;4;8;3;1.916666667;256.5;NA;277.9333333;13.03157895;perennials;64.6408;NA;c (competitors);selfing;Rha-Pru;Berberidaceae
nie;Berteroa incana;9;6;7;3;6;4;0.325;245.24;6.515;141.25;18.03;mixed;0.649866667;19722.45455;csr (competitors/stress-tolerators/ruderals);selfing;Art vul;Brassicaceae
niska;Berula erecta;8;6;3;10;8;6;0.475;96.475;160.6335249;3582.875;33.66;perennials;0.69945;25000;cs (competitors/stress-tolerators);selfing;Phr aus;Apiaceae
nie;Beta vulgaris;NA;NA;NA;NA;NA;NA;1.4;167;751.7;18496;21.10605501;annuals;20.41135902;3;cs (competitors/stress-tolerators);wind;0;Chenopodiacee
nie;Betula lenta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Betulaceae
nie;Betula obscura;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;perennials;NA;NA;NA;NA;0;Betulaceae
nie;Betula pendula;7;NA;NA;NA;NA;NA;27;273;NA;1181.1;17.85990048;perennials;0.188353846;15674.2;c (competitors);wind;0;Betulaceae
wysoka;Betula pubescens;7;NA;NA;8;3;3;25;NA;NA;NA;14.392;perennials;0.219966667;2512612.75;cs (competitors/stress-tolerators);wind;Vac-Pic;Betulaceae
nie;Betula x aurata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;wind;0;Betulaceae
nie;Bidens cernua;8;6;5;9;7;9;0.4775;152.3033333;74.37666667;2381.5;29.01333333;annuals;1.0205;7508.333334;cr (competitors/ruderals);selfing;Bid tri;Asteraceae
nie;Bidens connata;8;7;5;9;7;9;0.525;113.88;20.8;997.5;55.64;annuals;2.554375;1181;cr (competitors/ruderals);selfing;Bid tri;Asteraceae
nie;Bidens frondosa;7;6;NA;8;7;8;0.525;174.6;110.41;4176;31.44395231;annuals;8.660971429;11455.52381;cr (competitors/ruderals);selfing;Bid tri;Asteraceae
nie;Bidens tripartita;8;6;NA;9;NA;8;0.525;152.16;74.71105565;2417.083333;32.45535023;annuals;2.43494;29670.83334;cr (competitors/ruderals);selfing;Bid tri;Asteraceae
niska;Blysmus compressus;8;NA;5;8;8;3;0.25;283.26;15.71;221.75;13.99;perennials;0.590333333;64.68181818;csr (competitors/stress-tolerators/ruderals);wind;Mol-Arr;Cyperaceae
wysoka;Brachypodium pinnatum;6;5;5;4;7;4;NA;362.3333333;83.9923816;1898;22.75;perennials;2.733293333;8198.375;cs (competitors/stress-tolerators);wind;Fes-Bro;Poaceae
niska;Brachypodium sylvaticum;3;5;3;5;6;6;0.825;308.47;20.42622089;3886.545455;44.35;perennials;2.785254545;1653.928571;cs (competitors/stress-tolerators);wind;Que-Fag;Poaceae
nie;Brassica napus;NA;NA;NA;NA;NA;NA;0.9625;NA;NA;NA;24.805;mixed;4.392;180472.3333;cr (competitors/ruderals);selfing;0;Brassicaceae
nie;Brassica oleracea;8;7;2;5;NA;8;0.666666667;174.68;200.78;2722.75;21.13333333;mixed;3.912995556;32;cr (competitors/ruderals);insect;0;Brassicaceae
nie;Brassica rapa;NA;NA;NA;NA;NA;NA;0.598333333;141.3966667;135.1345694;3315.666667;25.53666667;annuals;2.1388;3656.166667;cr (competitors/ruderals);selfing;0;Brassicaceae
niska;Briza media;8;NA;3;NA;NA;2;0.165;298.035;26.96524982;644;21.70714286;perennials;0.401122222;6556.407143;csr (competitors/stress-tolerators/ruderals);wind;Mol-Arr;Poaceae
nie;Bromus arvensis;6;6;4;4;8;4;0.332;271.46;40.63;1085;19.2;annuals;2.625666667;994.2857143;cr (competitors/ruderals);selfing;Ste med;Poaceae
nie;Bromus carinatus;NA;NA;NA;NA;NA;NA;NA;235;83.21911765;1716;20.6;perennials;5.934;NA;cr (competitors/ruderals);wind;0;Poaceae
wysoka;Bromus erectus;8;5;2;3;8;3;0.5;339.5555556;38.65725859;753.8;17.01687231;perennials;4.485774359;8911.366667;cs (competitors/stress-tolerators);wind;Fes-Bro;Poaceae
nie;Bromus hordeaceus;7;6;3;NA;NA;3;NA;290.56;10.27175308;314.6666667;27.254;mixed;2.278440714;7475.788889;cr (competitors/ruderals);wind;Mol-Arr;Poaceae
nie;Bromus inermis;8;NA;7;4;8;5;0.475;255;115.5;2796;21.9325;perennials;3.5476;1427.373016;c (competitors);wind;Fes-Bro;Poaceae
nie;Bromus japonicus;8;7;7;4;8;3;0.275;286.45;13.6;412.5;27.45;annuals;2.567;1642.214286;r (ruderals);selfing;Ste med;Poaceae
nie;Bromus sterilis;7;6;4;4;NA;5;0.375;230.75;15.24976068;467.3333333;31.81666667;mixed;7.4854;5204.803571;cr (competitors/ruderals);selfing;Ste med;Poaceae
nie;Bromus tectorum;8;6;7;3;8;4;0.2575;151.45;19.81;724;34.77;mixed;3.053382;6646.25;r (ruderals);wind;Ste med;Poaceae
nie;Bryonia alba;7;6;5;5;7;6;3;172.27;177.905;4792;31.01;perennials;15.039;1618.666667;c (competitors);insect;Art vul;Cucurbitaceae
nie;Bryonia dioica;7;6;3;5;8;6;NA;NA;NA;NA;NA;NA;NA;NA;c (competitors);insect;Art vul;Cucurbitaceae
nie;Buddleja davidii;8;7;4;4;7;4;1.833333333;229.7433333;77.285;2971.25;15.30333333;perennials;0.0567;7089.333333;c (competitors);insect;0;Buddlejaceae
nie;Bunias orientalis;7;6;5;5;8;5;0.776666667;148.65;421.22;8597.515;23.66486312;perennials;26.20266667;3275;c (competitors);selfing;Art vul;Brassicaceae
niska;Butomus umbellatus;6;6;5;10;NA;7;0.8;120.3133333;529.97;5805.833333;10.16333333;perennials;0.1716;7630.954545;cs (competitors/stress-tolerators);insect;Phr aus;Butomaceae
wysoka;Calamagrostis arundinacea;6;5;4;5;4;5;0.75;372.25;115.34;2457;22.78;perennials;0.494666667;4602.298485;c (competitors);wind;Que rob-pet;Poaceae
wysoka;Calamagrostis canescens;6;6;5;9;6;5;1;361;41.32992509;737.5;19.5775;perennials;0.0895;17388.27451;cs (competitors/stress-tolerators);wind;Aln glu;Poaceae
nie;Calamagrostis epigeios;7;5;7;NA;NA;6;1;400.0333333;258.1944295;4994.5;NA;perennials;0.079733333;173453.0857;c (competitors);wind;Epi ang;Poaceae
wysoka;Calamagrostis stricta;9;5;NA;9;NA;2;NA;NA;98.9;1764;18;perennials;NA;NA;cs (competitors/stress-tolerators);wind;Sch-Car;Poaceae
nie;Calendula officinalis;7;8;3;4;8;6;0.15;93.24;40.83;948;NA;annuals;3.585;5;r (ruderals);selfing;0;Asteraceae
wysoka;Calla palustris;6;6;6;9;6;4;0.15;106.33;379.275;11712.625;31.86716012;perennials;2.7265;212.4090909;cs (competitors/stress-tolerators);selfing;Sch-Car;Araceae
